sepal.length,petal.length,variety
0.22222222222222213,0.06779661016949151,Setosa
0.1666666666666668,0.06779661016949151,Setosa
0.11111111111111119,0.05084745762711865,Setosa
0.08333333333333327,0.0847457627118644,Setosa
0.19444444444444448,0.06779661016949151,Setosa
0.30555555555555564,0.11864406779661016,Setosa
0.08333333333333327,0.06779661016949151,Setosa
0.19444444444444448,0.0847457627118644,Setosa
0.027777777777777922,0.06779661016949151,Setosa
0.1666666666666668,0.0847457627118644,Setosa
0.30555555555555564,0.0847457627118644,Setosa
0.13888888888888887,0.1016949152542373,Setosa
0.13888888888888887,0.06779661016949151,Setosa
0.0,0.016949152542372895,Setosa
0.41666666666666663,0.033898305084745756,Setosa
0.38888888888888895,0.0847457627118644,Setosa
0.30555555555555564,0.05084745762711865,Setosa
0.22222222222222213,0.06779661016949151,Setosa
0.38888888888888895,0.11864406779661016,Setosa
0.22222222222222213,0.0847457627118644,Setosa
0.30555555555555564,0.11864406779661016,Setosa
0.22222222222222213,0.0847457627118644,Setosa
0.08333333333333327,0.0,Setosa
0.22222222222222213,0.11864406779661016,Setosa
0.13888888888888887,0.15254237288135591,Setosa
0.19444444444444448,0.1016949152542373,Setosa
0.19444444444444448,0.1016949152542373,Setosa
0.25000000000000006,0.0847457627118644,Setosa
0.25000000000000006,0.06779661016949151,Setosa
0.11111111111111119,0.1016949152542373,Setosa
0.13888888888888887,0.1016949152542373,Setosa
0.30555555555555564,0.0847457627118644,Setosa
0.25000000000000006,0.0847457627118644,Setosa
0.3333333333333333,0.06779661016949151,Setosa
0.1666666666666668,0.0847457627118644,Setosa
0.19444444444444448,0.033898305084745756,Setosa
0.3333333333333333,0.05084745762711865,Setosa
0.1666666666666668,0.06779661016949151,Setosa
0.027777777777777922,0.05084745762711865,Setosa
0.22222222222222213,0.0847457627118644,Setosa
0.19444444444444448,0.05084745762711865,Setosa
0.055555555555555594,0.05084745762711865,Setosa
0.027777777777777922,0.05084745762711865,Setosa
0.19444444444444448,0.1016949152542373,Setosa
0.22222222222222213,0.15254237288135591,Setosa
0.13888888888888887,0.06779661016949151,Setosa
0.22222222222222213,0.1016949152542373,Setosa
0.08333333333333327,0.06779661016949151,Setosa
0.27777777777777773,0.0847457627118644,Setosa
0.19444444444444448,0.06779661016949151,Setosa
0.7499999999999999,0.6271186440677966,Versicolor
0.5833333333333334,0.5932203389830508,Versicolor
0.7222222222222222,0.6610169491525424,Versicolor
0.3333333333333333,0.5084745762711864,Versicolor
0.611111111111111,0.6101694915254237,Versicolor
0.38888888888888895,0.5932203389830508,Versicolor
0.5555555555555555,0.6271186440677966,Versicolor
0.1666666666666668,0.38983050847457623,Versicolor
0.6388888888888887,0.6101694915254237,Versicolor
0.25000000000000006,0.4915254237288135,Versicolor
0.19444444444444448,0.423728813559322,Versicolor
0.44444444444444453,0.5423728813559322,Versicolor
0.4722222222222222,0.5084745762711864,Versicolor
0.4999999999999999,0.6271186440677966,Versicolor
0.361111111111111,0.4406779661016949,Versicolor
0.6666666666666666,0.576271186440678,Versicolor
0.361111111111111,0.5932203389830508,Versicolor
0.41666666666666663,0.5254237288135593,Versicolor
0.5277777777777778,0.5932203389830508,Versicolor
0.361111111111111,0.4915254237288135,Versicolor
0.44444444444444453,0.6440677966101694,Versicolor
0.4999999999999999,0.5084745762711864,Versicolor
0.5555555555555555,0.6610169491525424,Versicolor
0.4999999999999999,0.6271186440677966,Versicolor
0.5833333333333334,0.559322033898305,Versicolor
0.6388888888888887,0.576271186440678,Versicolor
0.6944444444444443,0.6440677966101694,Versicolor
0.6666666666666666,0.6779661016949152,Versicolor
0.4722222222222222,0.5932203389830508,Versicolor
0.38888888888888895,0.423728813559322,Versicolor
0.3333333333333333,0.47457627118644063,Versicolor
0.3333333333333333,0.4576271186440678,Versicolor
0.41666666666666663,0.4915254237288135,Versicolor
0.4722222222222222,0.6949152542372881,Versicolor
0.30555555555555564,0.5932203389830508,Versicolor
0.4722222222222222,0.5932203389830508,Versicolor
0.6666666666666666,0.6271186440677966,Versicolor
0.5555555555555555,0.576271186440678,Versicolor
0.361111111111111,0.5254237288135593,Versicolor
0.3333333333333333,0.5084745762711864,Versicolor
0.3333333333333333,0.576271186440678,Versicolor
0.4999999999999999,0.6101694915254237,Versicolor
0.41666666666666663,0.5084745762711864,Versicolor
0.19444444444444448,0.38983050847457623,Versicolor
0.361111111111111,0.5423728813559322,Versicolor
0.38888888888888895,0.5423728813559322,Versicolor
0.38888888888888895,0.5423728813559322,Versicolor
0.5277777777777778,0.559322033898305,Versicolor
0.22222222222222213,0.3389830508474576,Versicolor
0.38888888888888895,0.5254237288135593,Versicolor
0.5555555555555555,0.847457627118644,Virginica
0.41666666666666663,0.6949152542372881,Virginica
0.7777777777777776,0.8305084745762712,Virginica
0.5555555555555555,0.7796610169491525,Virginica
0.611111111111111,0.8135593220338982,Virginica
0.9166666666666665,0.9491525423728813,Virginica
0.1666666666666668,0.5932203389830508,Virginica
0.8333333333333333,0.8983050847457626,Virginica
0.6666666666666666,0.8135593220338982,Virginica
0.8055555555555556,0.8644067796610169,Virginica
0.611111111111111,0.6949152542372881,Virginica
0.5833333333333334,0.7288135593220338,Virginica
0.6944444444444443,0.7627118644067796,Virginica
0.38888888888888895,0.6779661016949152,Virginica
0.41666666666666663,0.6949152542372881,Virginica
0.5833333333333334,0.7288135593220338,Virginica
0.611111111111111,0.7627118644067796,Virginica
0.9444444444444444,0.9661016949152542,Virginica
0.9444444444444444,1.0,Virginica
0.4722222222222222,0.6779661016949152,Virginica
0.7222222222222222,0.7966101694915254,Virginica
0.361111111111111,0.6610169491525424,Virginica
0.9444444444444444,0.9661016949152542,Virginica
0.5555555555555555,0.6610169491525424,Virginica
0.6666666666666666,0.7966101694915254,Virginica
0.8055555555555556,0.847457627118644,Virginica
0.5277777777777778,0.6440677966101694,Virginica
0.4999999999999999,0.6610169491525424,Virginica
0.5833333333333334,0.7796610169491525,Virginica
0.8055555555555556,0.8135593220338982,Virginica
0.8611111111111112,0.8644067796610169,Virginica
1.0,0.9152542372881356,Virginica
0.5833333333333334,0.7796610169491525,Virginica
0.5555555555555555,0.6949152542372881,Virginica
0.4999999999999999,0.7796610169491525,Virginica
0.9444444444444444,0.8644067796610169,Virginica
0.5555555555555555,0.7796610169491525,Virginica
0.5833333333333334,0.7627118644067796,Virginica
0.4722222222222222,0.6440677966101694,Virginica
0.7222222222222222,0.7457627118644068,Virginica
0.6666666666666666,0.7796610169491525,Virginica
0.7222222222222222,0.6949152542372881,Virginica
0.41666666666666663,0.6949152542372881,Virginica
0.6944444444444443,0.8305084745762712,Virginica
0.6666666666666666,0.7966101694915254,Virginica
0.6666666666666666,0.711864406779661,Virginica
0.5555555555555555,0.6779661016949152,Virginica
0.611111111111111,0.711864406779661,Virginica
0.5277777777777778,0.7457627118644068,Virginica
0.44444444444444453,0.6949152542372881,Virginica
